chr	start	end	strand	Gene_symbol
chr6	33560892	33561189	-	LINC00336
chr6	33588617	33589909	+	ITPR3
chr6	33601102	33601733	-	LOC101929188
chr6	33679158	33679701	-	UQCC2
chr6	33756063	33757006	-	LEMD2
chr6	34111735	34113944	-	GRM4
chr6	34122475	34122949	-	GRM4
chr6	34202567	34206193	+	HMGA1
chr6	34216408	34217348	-	C6orf1
chr6	34359620	34360802	-	NUDT3
chr6	34393325	34394014	-	RPS10-NUDT3
chr6	34433411	34434371	+	PACSIN1
chr6	34664072	34664407	+	LOC101929243
chr6	34725063	34725306	+	SNRPC
chr6	34759534	34760309	+	UHRF1BP1
chr6	34855604	34855888	-	TAF11
chr6	34856826	34857664	+	ANKS1A
chr6	35108801	35109499	-	TCP11
chr6	35181095	35182547	+	SCUBE3
chr6	35226897	35227851	+	ZNF76
chr6	35310150	35310686	+	PPARD
chr6	35419879	35420766	+	FANCE
chr6	35435810	35437084	+	RPL10A
chr6	35464056	35466269	-	TEAD3
chr6	35479872	35480154	-	TULP1
chr6	35655607	35656856	-	FKBP5
chr6	35695725	35696156	-	FKBP5
chr6	35744225	35744562	+	CLPSL2
chr6	35772960	35773172	+	LHFPL5
chr6	35888479	35889060	-	SRPK1
chr6	35995245	35996372	+	MAPK14
chr6	36098039	36098621	+	MAPK13
chr6	36164132	36165205	+	BRPF3
chr6	36355277	36356016	-	ETV7
chr6	36410433	36411139	+	KCTD20
chr6	36514995	36515308	-	STK38
chr6	36561907	36562412	+	SRSF3
chr6	36646244	36648465	+	CDKN1A
chr6	36806881	36807217	-	CPNE5
chr6	36842308	36842845	-	PPIL1
chr6	36853590	36853927	+	C6orf89
chr6	36953667	36954470	-	MTCH1
chr6	37137070	37139434	+	PIM1
chr6	37225358	37225700	+	TBC1D22B
chr6	37321639	37322642	+	RNF8
chr6	37400847	37401367	+	CMTR1
chr6	37467395	37467800	-	CCDC167
chr6	37663761	37667102	-	MDGA1
chr6	37786707	37788114	+	ZFAND3
chr6	38607205	38607462	-	BTBD9
chr6	38670576	38670975	-	GLO1
chr6	38682949	38683265	+	DNAH8
chr6	39016307	39016998	+	GLP1R
chr6	39082427	39083054	-	SAYSD1
chr6	39196817	39197517	-	KCNK5
chr6	39281135	39282215	-	KCNK17
chr6	39692743	39692966	-	KIF6
chr6	39760066	39760426	+	DAAM2
chr6	39901852	39902299	-	MOCS1
chr6	40554595	40555928	-	LRFN2
chr6	41039981	41041679	+	NFYA
chr6	41068475	41069343	+	ADCY10P1
chr6	41513652	41516189	+	FOXP4
chr6	41604583	41606663	+	MDFI
chr6	41701881	41703481	-	TFEB
chr6	41747590	41747874	+	PRICKLE4
chr6	41753880	41755576	+	TOMM6
chr6	41862841	41863335	-	USP49
chr6	41888868	41889563	+	BYSL
chr6	41908745	41909711	-	CCND3
chr6	42016243	42016731	-	CCND3
chr6	42018139	42018604	+	TAF8
chr6	42109904	42110361	-	C6orf132
chr6	42419510	42419743	-	TRERF1
chr6	42531984	42532292	+	UBR2
chr6	42694963	42695631	+	ATP6V0CP3
chr6	42713166	42713986	+	GLTSCR1L
chr6	42750449	42751432	+	LOC401261
chr6	42858169	42858960	-	C6orf226
chr6	42897116	42897611	+	CNPY3
chr6	42928218	42928810	+	GNMT
chr6	42946310	42947127	-	PEX6
chr6	42981408	42982077	+	KLHDC3
chr6	42989178	42989510	+	RRP36
chr6	43021125	43021694	-	CUL7
chr6	43026939	43027841	+	KLC4
chr6	43044044	43045057	+	PTK7
chr6	43138711	43140292	+	SRF
chr6	43149736	43150009	+	CUL9
chr6	43196811	43197340	-	DNPH1
chr6	43211114	43211345	+	TTBK1
chr6	43276419	43276659	-	CRIP3
chr6	43336480	43337832	-	ZNF318
chr6	43395188	43395894	+	ABCC10
chr6	43422368	43423705	-	DLK2
chr6	43477221	43478553	-	LRRC73
chr6	43484561	43484887	+	POLR1C
chr6	43543124	43544076	+	POLH
chr6	43596790	43597690	+	MAD2L1BP
chr6	43603495	43603818	+	MAD2L1BP
chr6	43612714	43613366	+	RSPH9
chr6	43655271	43655618	-	MRPS18A
chr6	43737632	43739852	+	VEGFA
chr6	43970073	43970922	-	LOC101929705
chr6	44041014	44041468	-	LOC101929705
chr6	44094708	44096134	+	TMEM63B
chr6	44187186	44187400	+	SLC29A1
chr6	44191278	44191872	+	SLC29A1
chr6	44213695	44215707	+	HSP90AB1
chr6	44224698	44225486	-	SLC35B2
chr6	44232880	44233447	-	NFKBIE
chr6	44238131	44238689	+	TMEM151B
chr6	44264970	44265711	-	TCTE1
chr6	44280719	44281198	-	AARS2
chr6	44355156	44355778	+	CDC5L
chr6	45345185	45346261	-	SUPT3H
chr6	45389420	45391646	+	RUNX2
chr6	45982877	45983742	-	CLIC5
chr6	46097694	46097953	+	ENPP4
chr6	46458878	46459257	+	LOC101926898
chr6	46620541	46621189	+	SLC25A27
chr6	46655262	46656738	+	TDRD6
chr6	46702736	46703316	-	PLA2G7
chr6	47276455	47277823	-	TNFRSF21
chr6	47445108	47446091	+	CD2AP
chr6	48036137	48036410	-	PTCHD4
chr6	49430934	49431136	+	CENPQ
chr6	49518315	49519186	+	C6orf141
chr6	50787286	50788091	+	TFAP2B
chr6	52149149	52149725	-	MCM3
chr6	52226753	52228006	+	PAQR8
chr6	52284749	52285253	+	EFHC1
chr6	52441269	52441793	+	TRAM2-AS1
chr6	52528939	52529651	+	LOC730101
chr6	52535714	52535988	+	TMEM14A
chr6	52859565	52859767	-	GSTA4
chr6	52926278	52926863	-	ICK
chr6	52930050	52930758	+	FBXO9
chr6	53212617	53214043	-	ELOVL5
chr6	53409120	53410099	-	GCLC
chr6	53659254	53660972	+	LRRC1
chr6	54711153	54712033	+	FAM83B
chr6	55039170	55039392	+	HCRTR2
chr6	55443732	55444092	-	HMGCLL1
chr6	56112188	56112444	-	COL21A1
chr6	56708059	56709166	+	LOC101930010
chr6	56818873	56820308	+	BEND6
chr6	56911202	56911988	+	KIAA1586
chr6	56954731	56955486	+	ZNF451
chr6	57036954	57037731	+	BAG2
chr6	57086396	57087311	-	RAB23
chr6	58287429	58287828	-	LINC00680-GUSBP4
chr6	62995855	62996228	-	KHDRBS2
chr6	64282151	64283736	+	PTP4A1
chr6	64345490	64346465	+	PHF3
chr6	66011253	66011481	+	LOC441155
chr6	66497675	66498033	+	SLC25A51P1
chr6	69345216	69345483	+	ADGRB3
chr6	70506292	70507024	-	LMBRD1
chr6	70576974	70577572	+	COL19A1
chr6	70992040	70992912	-	COL9A1
chr6	71122892	71123820	+	FAM135A
chr6	71276541	71277035	+	SDHAF4
chr6	71377385	71378178	+	SMAP1
chr6	71665360	71667132	-	B3GAT2
chr6	71998106	71999109	+	OGFRL1
chr6	72129508	72130756	+	LINC01626
chr6	72596036	72596404	+	RIMS1
chr6	73330942	73333109	+	KCNQ5
chr6	73972819	73973027	-	KHDC1
chr6	74019428	74020053	-	KHDC1
chr6	74063519	74064471	-	DPPA5
chr6	74073294	74073561	+	KHDC3L
chr6	74079389	74079723	-	OOEP
chr6	74104425	74104878	+	DDX43
chr6	74161086	74162090	-	MB21D1
chr6	74171349	74171869	+	MTO1
chr6	74229962	74231497	-	EEF1A1
chr6	74363202	74364006	-	SLC17A5
chr6	74405600	74406021	+	CD109
chr6	75914705	75916387	-	COL12A1
chr6	75994003	75994834	+	LOC100506804
chr6	76311330	76312563	+	SENP6
chr6	76458437	76459267	+	MYO6
chr6	78172231	78174088	-	HTR1B
chr6	79577158	79577756	+	IRAK1BP1
chr6	79787608	79788337	-	PHIP
chr6	79943403	79944550	+	HMGN3-AS1
chr6	80246909	80247420	-	LCA5
chr6	80340861	80341346	+	SH3BGRL2
chr6	80656744	80657593	-	ELOVL4
chr6	80714149	80714568	+	TTK
chr6	80816119	80816686	+	BCKDHB
chr6	82461133	82463805	-	FAM46A
chr6	82956999	82957507	-	IBTK
chr6	83073416	83075319	+	TPBG
chr6	83775374	83775766	-	UBE3D
chr6	83777271	83777690	+	DOPEY1
chr6	83902606	83903777	+	RWDD2A
chr6	84140412	84140998	-	ME1
chr6	84417597	84419378	-	SNAP91
chr6	84562820	84563758	+	RIPPLY2
chr6	84569263	84569619	+	CYB5R4
chr6	84743357	84743948	+	MRAP2
chr6	84937116	84937728	-	CEP162
chr6	85472702	85474132	-	TBX18
chr6	86159425	86160395	+	NT5E
chr6	86303113	86304061	-	SNX14
chr6	86351551	86353914	-	SYNCRIP
chr6	86387993	86389034	-	SNHG5
chr6	87647253	87647707	+	HTR1E
chr6	87864919	87866096	+	ZNF292
chr6	88032157	88032429	+	SMIM8
chr6	88117707	88118363	+	CFAP206
chr6	88182368	88183202	+	SLC35A1
chr6	88299620	88299945	+	ORC3
chr6	88411325	88412168	-	AKIRIN2
chr6	88757292	88757879	+	SPACA1
chr6	88875397	88877449	-	CNR1
chr6	89672884	89673579	-	RNGTT
chr6	89790137	89791781	+	PNRC1
chr6	89827134	89828122	-	SRSF12
chr6	89855645	89856538	+	PM20D2
chr6	90062040	90062886	-	UBE2J1
chr6	90120874	90122370	-	RRAGD
chr6	90142751	90143635	+	ANKRD6
chr6	90348167	90348564	+	LOC101929057
chr6	90529137	90529698	-	MDN1
chr6	90539454	90539954	+	CASP8AP2
chr6	91004795	91006944	-	BACH2
chr6	91296358	91297081	-	MAP3K7
chr6	94126272	94129677	-	EPHA7
chr6	96025241	96026042	+	MANEA
chr6	96463869	96464136	+	FUT9
chr6	96969511	96970100	+	UFL1
chr6	97284830	97285782	-	GPR63
chr6	97345266	97345973	-	NDUFAF4
chr6	97372181	97372661	+	KLHL32
chr6	97730696	97731199	-	MMS22L
chr6	99279317	99283842	+	POU3F2
chr6	99395302	99395855	-	FBXL4
chr6	99797208	99797946	-	FAXC
chr6	99841661	99842146	-	COQ3
chr6	99872726	99873206	+	LOC101927365
chr6	99962953	99963478	-	USP45
chr6	100016069	100016775	-	CCNC
chr6	100054686	100054988	+	PRDM13
chr6	100441406	100442152	+	MCHR2-AS1
chr6	100912071	100913337	-	SIM1
chr6	101328747	101329451	-	ASCC3
chr6	101846766	101847135	+	GRIK2
chr6	105307119	105307916	-	HACE1
chr6	105388190	105389545	-	LIN28B-AS1
chr6	105584148	105585621	+	BVES-AS1
chr6	105627406	105627830	-	POPDC3
chr6	105850481	105851257	-	PREP
chr6	106534136	106534385	+	PRDM1
chr6	106773187	106773803	-	ATG5
chr6	106959764	106960985	+	AIM1
chr6	107349276	107349720	+	C6orf203
chr6	107435454	107437310	-	BEND3
chr6	107780235	107780456	-	PDSS2
chr6	107810066	107812733	+	SOBP
chr6	108278909	108279704	-	SEC63
chr6	108395432	108396343	-	OSTM1
chr6	108485671	108490539	+	NR2E1
chr6	108581716	108582669	-	SNX3
chr6	108615961	108616398	+	LACE1
chr6	108878830	108883404	+	FOXO3
chr6	109169468	109170103	+	ARMC2
chr6	109330285	109331037	-	SESN1
chr6	109415560	109416747	+	CEP57L1
chr6	109702898	109704093	-	CD164
chr6	109761395	109762604	+	SMPD2
chr6	109776194	109777645	-	MICAL1
chr6	109804094	109804522	-	ZBTB24
chr6	110011589	110011804	+	FIG4
chr6	110299365	110301267	+	GPR6
chr6	110500025	110500966	+	CDC40
chr6	110678854	110679108	-	METTL24
chr6	110797297	110798201	-	SLC22A16
chr6	111135515	111136913	+	AMD1
chr6	111195383	111197576	+	AMD1
chr6	111279644	111280210	+	GTF3C6
chr6	111303114	111303485	+	RPF2
chr6	111408426	111409484	+	SLC16A10
chr6	111580363	111580887	+	MFSD4B
chr6	111803556	111805509	+	TRAF3IP2-AS1
chr6	112193835	112194854	-	FYN
chr6	112408406	112408910	+	FAM229B
chr6	112575091	112575483	-	LAMA4
chr6	114291411	114292767	+	LOC101927768
chr6	116421673	116422382	+	NT5DC1
chr6	116574906	116575367	-	TSPYL4
chr6	116600494	116601174	+	DSE
chr6	116691827	116692868	+	DSE
chr6	116783067	116783678	+	FAM26F
chr6	116892235	116892934	+	RWDD1
chr6	117002067	117002797	+	KPNA5
chr6	117085739	117086942	-	FAM162B
chr6	117198089	117198705	+	RFX6
chr6	117586482	117587156	+	VGLL2
chr6	117803497	117804671	+	DCBLD1
chr6	117923356	117923964	-	GOPC
chr6	117996395	117997375	+	NUS1
chr6	118228042	118229811	+	SLC35F1
chr6	118971662	118973137	-	CEP85L
chr6	119215454	119216457	+	ASF1A
chr6	119255738	119256331	-	MCM9
chr6	119399091	119400223	-	FAM184A
chr6	119669589	119671424	-	MAN1A1
chr6	121655615	121656022	-	TBC1D32
chr6	122720607	122721366	+	HSF2
chr6	122792758	122793091	+	PKIB
chr6	122931153	122931705	+	PKIB
chr6	123110288	123110878	+	SMPDL3A
chr6	123317164	123317753	+	CLVS2
chr6	124124177	124125309	+	NKAIN2
chr6	125283124	125284389	+	RNF217
chr6	125474804	125475722	+	TPD52L1
chr6	125622704	125623117	-	HDDC2
chr6	126068722	126071320	+	HEY2
chr6	126111537	126112480	+	NCOA7
chr6	126277792	126278501	+	HINT3
chr6	126307532	126307931	+	TRMT11
chr6	126661135	126661387	+	CENPW
chr6	127439265	127441072	+	RSPO3
chr6	127587833	127588602	+	RNF146
chr6	127664192	127664755	-	ECHDC1
chr6	128840158	128842126	-	PTPRK
chr6	130340556	130342450	+	L3MBTL3
chr6	130686414	130687736	+	TMEM200A
chr6	131383431	131384371	-	EPB41L2
chr6	131456364	131457157	+	AKAP7
chr6	131949087	131949552	-	MED23
chr6	132128727	132129563	+	ENPP1
chr6	132271356	132271658	-	CTGF
chr6	132722093	132722901	-	MOXD1
chr6	132833798	132834349	-	STX7
chr6	133119483	133119802	-	SLC18B1
chr6	133135364	133135829	+	RPS12
chr6	133562086	133563586	+	EYA4
chr6	134210639	134211218	+	TCF21
chr6	134273310	134274844	+	TBPL1
chr6	134495939	134496958	-	SGK1
chr6	134638797	134639021	-	SGK1
chr6	135375749	135376141	-	HBS1L
chr6	135501988	135504245	+	MYB
chr6	135818501	135819160	+	LINC00271
chr6	136571120	136571814	-	MTFR2
chr6	136610148	136611285	-	BCLAF1
chr6	136870826	136872145	-	MAP7
chr6	137112676	137114366	-	MAP3K5
chr6	137143635	137144445	+	PEX7
chr6	137242315	137245442	+	SLC35D3
chr6	137365299	137366126	-	IL20RA
chr6	137540126	137540678	-	IFNGR1
chr6	137814355	137815202	-	OLIG3
chr6	138187825	138189141	+	TNFAIP3
chr6	138428188	138428816	-	PERP
chr6	138482534	138483710	+	ARFGEF3
chr6	138724617	138726215	+	HEBP2
chr6	139013563	139014881	+	FLJ46906
chr6	139094449	139095009	+	CCDC28A
chr6	139116946	139117469	+	ECT2L
chr6	139308498	139309559	-	REPS1
chr6	139349955	139350740	+	ABRACL
chr6	139456037	139457121	+	HECA
chr6	139694219	139694599	-	CITED2
chr6	139694811	139696578	-	CITED2
chr6	142409473	142410112	-	NMBR
chr6	142468190	142468458	+	VTA1
chr6	142622583	142623453	+	ADGRG6
chr6	143265719	143268791	-	HIVEP2
chr6	143381444	143381918	+	AIG1
chr6	143771610	143772084	+	PEX3
chr6	143832389	143832943	-	FUCA2
chr6	143999154	143999667	+	PHACTR2
chr6	144164043	144164771	+	LTV1
chr6	144328916	144329847	-	PLAGL1
chr6	144384894	144385888	-	PLAGL1
chr6	144416219	144416854	-	SF3B5
chr6	144471069	144472017	+	STX11
chr6	146055896	146056981	+	LOC100507557
chr6	146135434	146136165	+	LOC100507557
chr6	146284795	146285701	-	SHPRH
chr6	146350522	146350780	+	GRM1
chr6	146864481	146865426	+	RAB32
chr6	146920034	146920245	+	ADGB
chr6	147525374	147525848	+	STXBP5
chr6	147828733	147830298	+	SAMD5
chr6	148663425	148664041	+	SASH1
chr6	149068179	149069775	+	UST
chr6	149638018	149639518	+	TAB2
chr6	149867031	149867574	-	PPIL4
chr6	149887317	149888252	+	GINM1
chr6	149969499	149969972	-	KATNA1
chr6	150038664	150039440	+	LOC645967
chr6	150067323	150067766	-	NUP43
chr6	150070513	150071285	+	PCMT1
chr6	150184344	150185505	+	RAET1E-AS1
chr6	150243902	150244210	-	RAET1G
chr6	150262703	150263677	+	ULBP2
chr6	150284682	150286515	+	ULBP1
chr6	150326011	150326802	-	RAET1K
chr6	150389943	150390558	-	ULBP3
chr6	150463771	150465002	+	PPP1R14C
chr6	150920904	150922146	+	PLEKHG1
chr6	151186747	151188112	+	MTHFD1L
chr6	151560766	151560993	+	AKAP12
chr6	151646668	151646958	+	AKAP12
chr6	151711094	151712829	-	ZBTB2
chr6	151773043	151774070	+	ARMT1
chr6	151814980	151815527	+	CCDC170
chr6	152128822	152129771	+	ESR1
chr6	152957810	152958472	-	SYNE1
chr6	153303408	153304973	-	FBXO5
chr6	153323534	153324320	-	MTRF1L
chr6	153450992	153452792	-	RGS17
chr6	154360586	154361008	+	OPRM1
chr6	154830560	154832001	-	CNKSR3
chr6	155054186	155055403	+	SCAF8
chr6	155635218	155635882	-	TFB1M
chr6	157744004	157745217	-	TMEM242
chr6	157801062	157803377	+	ZDHHC14
chr6	158243601	158245035	+	SNX9
chr6	158402072	158403444	+	SYNJ2
chr6	158588887	158589449	+	GTF2H5
chr6	158957220	158958677	+	TMEM181
chr6	159065191	159065794	-	DYNLT1
chr6	159239081	159240775	+	EZR-AS1
chr6	159290673	159291195	+	C6orf99
chr6	159420465	159421293	-	RSPH3
chr6	159589636	159591319	+	FNDC1
chr6	160113557	160114863	-	SOD2
chr6	160147729	160149065	+	WTAP
chr6	160182429	160183770	+	ACAT2
chr6	160209941	160212015	+	MRPL18
chr6	160221146	160221493	+	PNLDC1
chr6	160389832	160390890	+	IGF2R
chr6	160679377	160679701	-	SLC22A2
chr6	160768414	160770308	+	SLC22A3
chr6	161412377	161413564	+	MAP3K4
chr6	163148376	163149017	+	PACRG
chr6	164092861	164093113	-	LOC102724152
chr6	166073882	166077752	-	PDE10A
chr6	166401526	166402659	+	LINC00602
chr6	166579973	166583423	-	T
chr6	166720239	166722275	-	PRR18
chr6	166755812	166756510	+	LOC100289495
chr6	166795368	166797301	-	MPC1
chr6	167039962	167041679	-	RPS6KA2
chr6	167275720	167276626	-	RPS6KA2
chr6	167369439	167370588	-	RNASET2
chr6	167411597	167413422	+	FGFR1OP
chr6	168079011	168079213	-	LOC401286
chr6	168197142	168198164	-	LINC01558
chr6	168226063	168228559	+	MLLT4
chr6	168377416	168377724	-	HGC6.3
chr6	168476320	168476861	-	FRMD1
chr6	168479566	168479809	-	FRMD1
chr6	168719681	168720495	-	DACT2
chr6	168841438	168841699	+	SMOC2
chr6	170101662	170103059	+	C6orf120
chr6	170151351	170152131	+	ERMARD
chr6	170190111	170190712	+	LINC00574
chr6	170474406	170475553	+	LOC102724511
chr6	170580889	170581113	+	LINC01624
chr6	170598214	170601222	+	FAM120B
chr6	170604411	170606479	+	FAM120B
chr6	170615241	170616210	+	FAM120B
chr6	170862124	170862480	+	TBP
chr6	170893259	170893898	-	PDCD2
chr7	149494	150038	+	LOC100507642
chr7	191875	193799	+	FAM20C
chr7	329258	331428	+	WI2-2373I1.2
chr7	419519	419916	+	LOC442497
chr7	556611	562845	+	HRAT92
chr7	601121	601729	+	LOC101927000
chr7	750788	751237	-	PRKAR1B
chr7	751712	752150	-	PRKAR1B
chr7	766085	766952	+	DNAAF5
chr7	855308	856747	+	SUN1
chr7	915753	916644	+	GET4
chr7	959724	959959	-	ADAP1
chr7	965987	966266	-	ADAP1
chr7	985613	985913	-	ADAP1
chr7	993401	994574	-	ADAP1
chr7	1014698	1015239	-	COX19
chr7	1062496	1062966	-	MIR339
chr7	1066931	1068245	-	C7orf50
chr7	1084387	1084595	+	GPR146
chr7	1126578	1126910	+	GPER1
chr7	1177726	1178255	-	C7orf50
chr7	1198965	1200144	+	LOC101927021
chr7	1269165	1282864	+	UNCX
chr7	1498575	1499123	-	MICALL2
chr7	1543280	1544399	-	INTS1
chr7	1570406	1571136	+	MAFK
chr7	1609568	1610037	+	PSMG3-AS1
chr7	2272010	2272856	-	MAD1L1
chr7	2281362	2282105	+	NUDT1
chr7	2296353	2297249	-	MIR6836
chr7	2353629	2354075	-	SNX8
chr7	2393628	2395174	+	EIF3B
chr7	2442792	2444011	+	CHST12
chr7	2558371	2559967	+	LFNG
chr7	2565872	2566114	+	MIR4648
chr7	2594724	2595538	-	BRAT1
chr7	2598550	2599203	+	IQCE
chr7	2671156	2671937	+	TTYH3
chr7	2718826	2719124	+	AMZ1
chr7	2727682	2728392	+	AMZ1
chr7	2802440	2802698	-	GNA12
chr7	2883438	2884314	-	GNA12
chr7	3340354	3341216	+	SDK1
chr7	4169481	4169753	+	SDK1
chr7	4721637	4722779	+	FOXK1
chr7	4815019	4815542	+	AP5Z1
chr7	4828344	4828549	-	MIR4656
chr7	4901336	4901753	-	PAPOLB
chr7	4922707	4923576	-	RADIL
chr7	4998405	4998950	-	MMD2
chr7	5013508	5014436	+	RNF216P1
chr7	5085411	5086342	+	RBAK-RBAKDN
chr7	5111620	5112088	+	RBAKDN
chr7	5183878	5184223	-	ZNF890P
chr7	5229657	5230341	+	WIPI2
chr7	5322680	5323193	+	SLC29A4
chr7	5458503	5469256	-	TNRC18
chr7	5534384	5534766	-	MIR589
chr7	5553168	5553517	+	LOC221946
chr7	5569062	5570594	-	ACTB
chr7	5632335	5634555	+	FSCN1
chr7	5820472	5821444	-	RNF216
chr7	5862830	5863066	+	ZNF815P
chr7	5938173	5938557	+	CCZ1
chr7	6048396	6049255	+	AIMP2
chr7	6098449	6098982	-	EIF2AK1
chr7	6144047	6144469	+	USP42
chr7	6311322	6312526	-	CYTH3
chr7	6388210	6388743	-	FAM220A
chr7	6413934	6414720	+	RAC1
chr7	6487306	6487750	-	DAGLB
chr7	6523064	6523897	-	KDELR2
chr7	6590563	6590957	-	GRID2IP
chr7	6616918	6617277	+	ZDHHC4
chr7	6629328	6630235	+	C7orf26
chr7	6654745	6655860	+	ZNF853
chr7	6676454	6676785	+	ZNF316
chr7	6745867	6746716	-	ZNF12
chr7	6793645	6793978	+	RSPH10B
chr7	6865701	6866094	-	CCZ1B
chr7	7222020	7222974	+	C1GALT1
chr7	7606372	7607023	+	MIOS
chr7	7679840	7680679	+	UMAD1
chr7	8008097	8009495	+	GLCCI1
chr7	8301031	8302252	+	LOC100505938
chr7	8473139	8475199	+	NXPH1
chr7	10979991	10980279	-	NDUFA4
chr7	11013426	11013888	+	PHF14
chr7	12250720	12251214	+	TMEM106B
chr7	12443163	12443705	-	VWDE
chr7	12610165	12610834	+	SCIN
chr7	12726156	12727248	+	ARL4A
chr7	14029378	14029593	-	ETV1
chr7	14030965	14031213	-	ETV1
chr7	16460778	16461265	-	ISPD
chr7	16566252	16566674	+	LRRC72
chr7	16684239	16684505	-	ANKMY2
chr7	16684665	16684907	+	BZW2
chr7	16793188	16794100	+	TSPAN13
chr7	17338252	17339101	+	AHR
chr7	17979774	17980542	-	SNX13
chr7	18125914	18127009	+	HDAC9
chr7	19156050	19158042	-	TWIST1
chr7	19184221	19184686	-	FERD3L
chr7	19748397	19748861	-	TWISTNB
chr7	19812569	19813005	-	TMEM196
chr7	20370003	20371504	+	ITGB8
chr7	20823307	20825662	-	SP8
chr7	21466646	21467806	+	SP4
chr7	21582443	21583313	+	DNAH11
chr7	21985071	21985842	-	CDCA7L
chr7	22396039	22396852	-	RAPGEF5
chr7	22539545	22540022	-	STEAP1B
chr7	22704823	22705421	-	LOC401312
chr7	22862400	22862624	-	TOMM7
chr7	23052971	23054002	-	FAM126A
chr7	23145211	23146037	+	KLHL7
chr7	23221406	23221980	+	NUPL2
chr7	23287221	23287508	+	GPNMB
chr7	23338797	23339264	+	MALSU1
chr7	23508184	23509712	-	IGF2BP3
chr7	23530434	23530690	+	RPS2P32
chr7	23570757	23571819	-	TRA2A
chr7	23625611	23626161	-	CLK2P1
chr7	23636735	23637557	+	CCDC126
chr7	23719619	23720006	+	FAM221A
chr7	24323558	24325080	+	NPY
chr7	24796541	24797487	-	DFNA5
chr7	25018999	25020255	-	OSBPL3
chr7	25164548	25165236	-	CYCS
chr7	25219408	25219962	-	C7orf31
chr7	25990012	25991320	-	MIR148A
chr7	26191794	26192757	+	NFE2L3
chr7	26239418	26242062	+	CBX3
chr7	26331463	26331944	+	SNX10
chr7	26903869	26904753	-	SKAP2
chr7	27135342	27136736	+	HOTAIRM1
chr7	27143181	27143479	-	HOXA2
chr7	27162087	27162426	+	HOXA-AS2
chr7	27169572	27170638	-	HOXA4
chr7	27179062	27179511	+	HOXA-AS3
chr7	27182613	27185562	-	HOXA5
chr7	27186927	27187692	+	HOXA-AS3
chr7	27195601	27196567	-	HOXA7
chr7	27203915	27206462	-	HOXA9
chr7	27208871	27209616	+	HOXA10-AS
chr7	27212416	27214396	-	HOXA10
chr7	27219309	27219750	-	HOXA10-HOXA9
chr7	27224267	27224596	+	HOXA11-AS
chr7	27238690	27240311	+	HOTTIP
chr7	27282086	27283136	+	EVX1
chr7	27284639	27286237	-	EVX1-AS
chr7	27702220	27702851	-	HIBADH
chr7	27779566	27780601	+	TAX1BP1
chr7	28219435	28219697	+	JAZF1-AS1
chr7	28995305	28998541	-	TRIL
chr7	29233704	29235046	+	CHN2
chr7	29603109	29603328	+	PRR15
chr7	29724188	29725436	+	DPY19L2P3
chr7	29845881	29846751	+	WIPF3
chr7	30028518	30029822	-	SCRN1
chr7	30066419	30066685	-	FKBP14
chr7	30067762	30068600	+	PLEKHA8
chr7	30174230	30176169	+	MTURN
chr7	30323917	30325641	+	ZNRF2
chr7	30517987	30518610	-	NOD1
chr7	30543984	30545005	-	GGCT
chr7	30634124	30635058	+	GARS
chr7	30721372	30722445	-	CRHR2
chr7	30810863	30811550	+	FAM188B
chr7	31091717	31093077	+	ADCYAP1R1
chr7	32110063	32110910	-	PDE1C
chr7	32337983	32338725	-	PDE1C
chr7	32529753	32530146	-	LSM5
chr7	32535086	32535540	+	AVL9
chr7	32767535	32768848	+	ZNRF2P1
chr7	32930730	32931956	-	KBTBD2
chr7	32981938	32982865	-	RP9P
chr7	32996732	32997591	+	FKBP9
chr7	33101938	33102907	-	NT5C3A
chr7	33148607	33149317	-	RP9
chr7	33168674	33169243	+	BBS9
chr7	33943665	33945509	+	BMPER
chr7	35076136	35077808	-	DPY19L1
chr7	35225363	35226580	-	DPY19L2P1
chr7	35292985	35294674	-	TBX20
chr7	35733995	35734979	-	HERPUD2
chr7	35840132	35841591	+	SEPT7
chr7	36192591	36193434	+	EEPD1
chr7	36406370	36407017	-	KIAA0895
chr7	36429250	36429806	+	ANLN
chr7	37487354	37488672	-	ELMO1
chr7	37955622	37956555	-	SFRP4
chr7	37960316	37961046	+	EPDR1
chr7	38217549	38218002	+	STARD3NL
chr7	38670439	38671008	-	AMPH
chr7	39605776	39606376	+	YAE1D1
chr7	39662543	39663792	+	RALA
chr7	39772839	39773252	+	LINC00265
chr7	39988922	39991612	+	CDK13
chr7	40173881	40175018	+	SUGCT
chr7	42276003	42277850	-	GLI3
chr7	42951216	42951905	-	C7orf25
chr7	42971634	42972299	+	MRPL32
chr7	43152020	43153340	+	HECW1
chr7	43622682	43623392	+	STK17A
chr7	43768814	43769479	-	COA1
chr7	43797823	43798802	+	BLVRA
chr7	43908911	43909478	-	MRPS24
chr7	43945583	43946456	-	URGCP-MRPS24
chr7	43965806	43966400	+	UBE2D4
chr7	44058608	44058988	-	POLR2J4
chr7	44079004	44079251	+	LINC00957
chr7	44084106	44084747	+	DBNL
chr7	44104746	44105116	-	PGAM2
chr7	44121856	44122662	-	POLM
chr7	44162850	44163720	-	POLD2
chr7	44240418	44240729	+	YKT6
chr7	44364432	44365328	-	CAMK2B
chr7	44529710	44530557	-	NUDCD3
chr7	44613211	44613875	-	DDX56
chr7	44621293	44622377	-	TMED4
chr7	44646065	44646823	+	OGDH
